"","HrsSleep2009","Sex","BdayMonth","YearBorn","Ethnicity","ASVAB","LifeSat2008","Income2008","HeightFt2010","HeightIn2010","Weight2010","Computer2010","HrsSleep2010","Cohab2009"
"4408",6,"Female",4,1980,"Non-Black / Non-Hispanic",40851,8,10000,5,7,320,6,5,TRUE
"4414",6,"Female",8,1983,"Black",68434,9,49000,5,10,225,4,7,FALSE
"4415",7,"Male",9,1983,"Black",8705,6,22000,6,6,240,6,5,TRUE
"4417",5,"Male",8,1984,"Black",34959,5,12000,6,2,180,3,6,TRUE
"4418",7,"Female",12,1980,"Black",31243,9,25000,5,8,215,5,6,TRUE
"4419",6,"Female",5,1981,"Black",47603,7,20000,5,9,239,6,7,FALSE
"4422",8,"Female",10,1982,"Non-Black / Non-Hispanic",82171,6,19000,6,0,325,5,7,TRUE
"4423",10,"Male",4,1984,"Hispanic",27681,7,45000,6,3,205,6,8,TRUE
"4424",8,"Female",6,1983,"Non-Black / Non-Hispanic",21178,5,10500,5,8,130,4,8,FALSE
"4425",6,"Female",7,1983,"Black",83055,10,25000,5,3,145,6,5,TRUE
"4428",8,"Male",1,1984,"Black",52157,9,28000,5,11,180,4,7,FALSE
"4429",5,"Female",8,1983,"Non-Black / Non-Hispanic",61544,3,15000,5,7,140,6,7,TRUE
"4432",6,"Male",9,1984,"Non-Black / Non-Hispanic",94363,8,49000,5,11,235,6,7,TRUE
"4433",8,"Female",9,1982,"Non-Black / Non-Hispanic",70541,9,48900,5,5,130,6,9,TRUE
"4434",6,"Female",4,1982,"Non-Black / Non-Hispanic",93994,7,16000,5,7,150,6,6,FALSE
"4436",7,"Male",4,1981,"Non-Black / Non-Hispanic",84232,8,121993,5,8,165,6,7,TRUE
"4437",8,"Male",7,1980,"Non-Black / Non-Hispanic",59867,9,67000,5,10,185,6,8,TRUE
"4438",7,"Female",3,1983,"Non-Black / Non-Hispanic",93340,7,27000,5,3,120,6,7,TRUE
"4439",8,"Male",9,1983,"Non-Black / Non-Hispanic",95997,8,20000,6,2,200,6,8,TRUE
"4440",5,"Female",4,1981,"Hispanic",69504,9,65000,5,9,155,3,5,TRUE
"4441",6,"Male",9,1984,"Non-Black / Non-Hispanic",95341,9,28000,6,0,170,6,7,FALSE
"4442",9,"Male",8,1982,"Non-Black / Non-Hispanic",77427,8,40000,5,9,150,6,8,TRUE
"4443",8,"Female",7,1981,"Non-Black / Non-Hispanic",87288,9,40000,5,5,110,5,9,FALSE
"4444",7,"Male",9,1983,"Non-Black / Non-Hispanic",42768,8,37000,6,2,150,2,8,TRUE
"4445",8,"Male",5,1980,"Hispanic",1769,1,10000,5,2,199,5,8,FALSE
"4446",7,"Male",11,1984,"Non-Black / Non-Hispanic",89089,7,6000,5,8,150,6,6,TRUE
"4447",7,"Male",9,1980,"Non-Black / Non-Hispanic",67652,9,121993,6,5,220,6,7,TRUE
"4448",7,"Male",12,1983,"Hispanic",76958,9,10000,5,9,165,4,8,TRUE
"4449",9,"Male",7,1984,"Non-Black / Non-Hispanic",97885,7,20000,5,8,180,4,7,FALSE
"4450",7,"Female",6,1981,"Non-Black / Non-Hispanic",48861,8,17000,5,7,210,5,8,TRUE
"4451",5,"Male",1,1983,"Non-Black / Non-Hispanic",76783,8,20000,6,2,185,6,5,TRUE
"4452",7,"Female",12,1981,"Hispanic",18571,10,40000,5,4,170,4,7,TRUE
"4455",7,"Male",5,1984,"Non-Black / Non-Hispanic",14174,8,28000,5,9,200,4,8,TRUE
"4459",6,"Male",4,1981,"Non-Black / Non-Hispanic",36386,8,70000,5,8,165,4,6,TRUE
"4461",8,"Female",5,1980,"Non-Black / Non-Hispanic",43278,8,45000,5,7,170,4,8,FALSE
"4462",5,"Female",6,1984,"Non-Black / Non-Hispanic",99592,7,27600,5,4,130,6,6,FALSE
"4466",8,"Male",3,1980,"Non-Black / Non-Hispanic",22265,8,40000,5,8,165,6,8,TRUE
"4467",6,"Female",5,1982,"Non-Black / Non-Hispanic",75480,7,35000,5,4,160,4,6,TRUE
"4469",9,"Female",6,1981,"Non-Black / Non-Hispanic",56196,8,41000,5,0,160,6,10,TRUE
"4470",6,"Male",6,1984,"Non-Black / Non-Hispanic",51863,7,36000,5,6,148,6,7,TRUE
"4471",6,"Female",6,1984,"Hispanic",38123,10,35000,5,6,130,3,5,TRUE
"4472",7,"Male",5,1983,"Hispanic",58334,8,42000,5,7,165,6,7,FALSE
"4473",8,"Male",4,1980,"Hispanic",37636,9,23000,5,11,162,3,8,TRUE
"4474",8,"Male",11,1983,"Hispanic",17202,7,26000,6,1,200,4,8,TRUE
"4475",5,"Male",7,1983,"Non-Black / Non-Hispanic",24876,8,40000,5,7,170,4,6,TRUE
"4479",6,"Female",8,1983,"Non-Black / Non-Hispanic",6287,7,3000,5,7,170,1,6,TRUE
"4480",6,"Male",10,1980,"Hispanic",6364,8,22000,5,7,230,6,8,TRUE
"4481",5,"Female",7,1983,"Hispanic",36578,8,17000,5,5,180,5,5,FALSE
"4483",6,"Male",6,1980,"Hispanic",35854,10,65000,6,2,205,6,6,TRUE
"4484",6,"Female",1,1980,"Hispanic",24691,9,33000,5,1,117,6,7,TRUE
"4485",7,"Male",7,1984,"Hispanic",10767,10,37000,5,9,255,6,7,TRUE
"4486",7,"Female",6,1982,"Hispanic",44099,7,26000,5,10,294,6,7,TRUE
"4488",8,"Male",8,1980,"Hispanic",15556,10,34000,5,8,205,2,8,TRUE
"4489",7,"Male",1,1983,"Hispanic",43345,8,44000,5,9,230,6,7,TRUE
"4490",8,"Female",8,1984,"Hispanic",11153,7,26,5,1,125,6,8,FALSE
"4491",6,"Male",1,1984,"Hispanic",23712,4,0,6,2,280,2,4,FALSE
"4494",8,"Male",10,1980,"Hispanic",15618,9,39000,5,5,225,2,8,TRUE
"4497",7,"Male",1,1983,"Non-Black / Non-Hispanic",50869,7,15000,5,9,170,5,8,TRUE
"4499",5,"Female",5,1982,"Non-Black / Non-Hispanic",12763,7,8500,5,6,161,3,8,TRUE
"4501",7,"Female",6,1983,"Hispanic",49688,4,19000,5,3,150,3,5,TRUE
"4502",6,"Male",6,1984,"Hispanic",56165,7,24000,5,8,250,6,7,TRUE
"4505",6,"Male",1,1983,"Non-Black / Non-Hispanic",62781,8,37000,5,10,320,6,6,TRUE
"4508",7,"Female",8,1983,"Non-Black / Non-Hispanic",65445,10,72000,5,6,140,4,6,FALSE
"4512",6,"Female",12,1982,"Hispanic",87569,8,37000,5,8,115,6,7,TRUE
"4513",6,"Male",6,1980,"Non-Black / Non-Hispanic",96138,9,121993,5,7,165,6,6,FALSE
"4515",7,"Female",2,1983,"Hispanic",84104,9,34000,5,1,117,6,7,TRUE
"4516",9,"Male",8,1984,"Non-Black / Non-Hispanic",100000,7,34000,5,9,140,6,9,TRUE
"4519",7,"Male",2,1981,"Non-Black / Non-Hispanic",95655,7,60000,5,10,150,6,7,TRUE
"4522",4,"Female",9,1982,"Non-Black / Non-Hispanic",34659,9,24000,5,5,235,4,5,TRUE
"4524",8,"Male",11,1980,"Non-Black / Non-Hispanic",95112,8,18800,5,11,185,6,8,TRUE
"4525",8,"Female",8,1982,"Non-Black / Non-Hispanic",89280,10,17000,5,7,157,6,9,TRUE
"4526",7,"Male",9,1984,"Non-Black / Non-Hispanic",40458,8,10000,6,1,170,6,7,TRUE
"4527",6,"Female",6,1982,"Non-Black / Non-Hispanic",87426,6,20000,5,4,123,6,7,TRUE
"4528",9,"Male",3,1984,"Non-Black / Non-Hispanic",98151,5,10000,6,2,155,6,9,FALSE
"4529",8,"Female",6,1983,"Non-Black / Non-Hispanic",62035,7,21000,5,6,153,6,8,TRUE
"4530",8,"Male",11,1982,"Non-Black / Non-Hispanic",86691,10,52000,6,7,245,6,8,TRUE
"4531",8,"Female",5,1981,"Non-Black / Non-Hispanic",13989,7,45000,5,4,120,2,6,TRUE
"4536",8,"Male",3,1982,"Non-Black / Non-Hispanic",28185,10,40000,6,0,198,6,8,FALSE
"4537",6,"Male",3,1981,"Non-Black / Non-Hispanic",96497,8,30000,5,9,225,6,7,FALSE
"4538",6,"Female",5,1984,"Non-Black / Non-Hispanic",85536,7,29000,5,2,150,3,6,TRUE
"4539",5,"Female",2,1982,"Non-Black / Non-Hispanic",49688,10,51000,5,6,145,6,6,TRUE
"4540",9,"Female",5,1984,"Non-Black / Non-Hispanic",75186,9,30000,5,3,217,4,6,FALSE
"4541",4,"Male",5,1984,"Non-Black / Non-Hispanic",17694,10,55000,6,2,210,5,4,TRUE
"4543",8,"Female",1,1984,"Non-Black / Non-Hispanic",43512,8,42000,5,9,130,6,8,TRUE
"4545",5,"Male",2,1981,"Hispanic",38502,6,27000,5,7,220,4,5,FALSE
"4547",8,"Female",8,1984,"Non-Black / Non-Hispanic",56884,7,28000,5,8,130,2,8,TRUE
"4548",6,"Female",11,1982,"Non-Black / Non-Hispanic",29368,6,23680,5,0,160,6,6,TRUE
"4550",6,"Female",9,1983,"Non-Black / Non-Hispanic",53564,7,12000,5,5,120,4,6,FALSE
"4552",7,"Male",11,1983,"Non-Black / Non-Hispanic",4868,8,30000,6,0,210,3,8,TRUE
"4554",7,"Male",12,1981,"Non-Black / Non-Hispanic",87113,8,38000,5,8,145,6,8,TRUE
"4558",7,"Female",8,1981,"Non-Black / Non-Hispanic",65859,7,28000,5,8,125,6,7,TRUE
"4569",10,"Female",5,1981,"Non-Black / Non-Hispanic",40605,8,28000,6,0,157,4,9,TRUE
"4570",7,"Male",11,1983,"Non-Black / Non-Hispanic",73523,5,32000,5,11,185,6,8,FALSE
"4571",8,"Female",1,1982,"Non-Black / Non-Hispanic",56513,10,80000,5,1,115,6,9,TRUE
"4572",7,"Male",7,1984,"Non-Black / Non-Hispanic",78973,9,7500,5,11,160,6,8,FALSE
"4577",7,"Male",11,1981,"Non-Black / Non-Hispanic",69071,8,10000,6,0,162,3,7,FALSE
"4578",8,"Female",11,1980,"Non-Black / Non-Hispanic",16823,7,24000,5,4,120,6,6,TRUE
"4581",7,"Male",9,1981,"Non-Black / Non-Hispanic",73848,9,20000,6,5,265,5,7,TRUE
"4582",12,"Male",2,1984,"Hispanic",79588,7,16000,5,9,145,3,8,FALSE
"4583",5,"Female",12,1983,"Non-Black / Non-Hispanic",35446,9,22000,5,8,160,1,6,FALSE
"4587",6,"Female",4,1982,"Non-Black / Non-Hispanic",63464,8,11000,5,2,140,5,7,FALSE
"4589",6,"Female",8,1983,"Non-Black / Non-Hispanic",94616,9,7000,5,9,224,6,8,FALSE
"4590",8,"Male",4,1980,"Non-Black / Non-Hispanic",59571,9,121993,6,2,185,6,8,TRUE
"4591",8,"Female",10,1980,"Non-Black / Non-Hispanic",38906,7,54000,5,4,140,3,8,TRUE
"4592",8,"Male",2,1983,"Non-Black / Non-Hispanic",30480,7,48000,5,11,350,5,7,FALSE
"4593",5,"Female",10,1983,"Non-Black / Non-Hispanic",60120,7,45000,5,6,140,5,8,TRUE
"4596",8,"Male",10,1983,"Non-Black / Non-Hispanic",31358,8,40000,5,10,180,3,7,FALSE
"4597",5,"Female",3,1984,"Non-Black / Non-Hispanic",28247,6,20000,5,9,210,6,7,FALSE
"4601",6,"Female",1,1983,"Non-Black / Non-Hispanic",56349,5,8100,5,3,200,4,6,TRUE
"4604",7,"Male",3,1981,"Hispanic",75776,10,30000,6,0,200,6,8,TRUE
"4605",6,"Male",1,1982,"Non-Black / Non-Hispanic",68197,8,52900,5,10,210,4,5,FALSE
"4607",8,"Male",1,1981,"Non-Black / Non-Hispanic",44816,8,55000,5,10,185,4,8,FALSE
"4608",8,"Female",8,1983,"Non-Black / Non-Hispanic",59062,8,28000,5,6,135,6,7,TRUE
"4609",8,"Female",9,1982,"Non-Black / Non-Hispanic",34218,8,60000,5,2,149,6,8,FALSE
"4610",8,"Female",8,1983,"Non-Black / Non-Hispanic",75233,7,21000,5,6,163,6,8,TRUE
"4612",8,"Male",6,1982,"Non-Black / Non-Hispanic",46357,6,5000,6,0,400,6,5,FALSE
"4613",3,"Male",2,1984,"Non-Black / Non-Hispanic",37239,5,50000,6,3,280,3,7,TRUE
"4616",7,"Female",6,1982,"Non-Black / Non-Hispanic",18641,8,19000,5,10,290,6,8,TRUE
"4618",7,"Female",2,1980,"Non-Black / Non-Hispanic",32783,10,28000,5,3,153,4,8,TRUE
"4620",9,"Female",1,1984,"Non-Black / Non-Hispanic",74711,9,40000,5,11,175,6,8,TRUE
"4621",7,"Male",8,1982,"Mixed Race (Non-Hispanic)",84582,8,7460,5,8,196,6,7,FALSE
"4623",6,"Female",11,1983,"Mixed Race (Non-Hispanic)",35062,9,36000,5,3,185,4,7,FALSE
"4624",8,"Female",9,1982,"Non-Black / Non-Hispanic",76741,9,11800,5,2,160,5,8,TRUE
"4625",7,"Female",11,1983,"Non-Black / Non-Hispanic",39890,9,32000,4,11,112,6,8,TRUE
"4626",8,"Male",11,1983,"Hispanic",84844,8,20000,5,11,190,6,8,TRUE
"4628",5,"Male",9,1983,"Hispanic",55111,7,48000,7,8,195,6,7,TRUE
"4630",6,"Male",1,1981,"Non-Black / Non-Hispanic",18407,9,28680,5,11,208,3,10,FALSE
"4633",7,"Male",2,1980,"Non-Black / Non-Hispanic",99184,8,48000,5,11,180,6,6,FALSE
"4635",8,"Male",2,1983,"Non-Black / Non-Hispanic",82600,8,65000,6,0,160,6,8,FALSE
"4637",8,"Female",9,1982,"Non-Black / Non-Hispanic",78117,10,29000,5,2,128,6,6,TRUE
"4639",9,"Female",4,1981,"Non-Black / Non-Hispanic",87753,10,12100,5,9,130,5,8,FALSE
"4644",5,"Male",9,1982,"Black",31388,8,32500,6,3,209,6,4,FALSE
"4645",12,"Female",7,1981,"Non-Black / Non-Hispanic",43992,8,1300,5,5,304,6,6,FALSE
"4646",8,"Female",2,1980,"Black",2387,10,48000,5,7,170,6,8,TRUE
"4648",5,"Female",1,1980,"Black",10471,7,8640,5,2,240,2,7,TRUE
"4650",6,"Male",2,1980,"Black",88788,7,23000,5,8,283,6,6,FALSE
"4651",3,"Male",10,1980,"Non-Black / Non-Hispanic",29411,10,40000,5,5,200,3,2,FALSE
"4654",6,"Female",10,1984,"Non-Black / Non-Hispanic",11567,7,32000,5,3,150,2,6,TRUE
"4658",8,"Male",3,1982,"Hispanic",34426,8,22000,5,7,195,4,7,TRUE
"4659",7,"Male",11,1983,"Non-Black / Non-Hispanic",21260,8,50000,6,4,190,3,6,TRUE
"4660",9,"Female",12,1981,"Hispanic",33127,5,8000,5,0,180,6,8,TRUE
"4661",8,"Female",9,1983,"Hispanic",55554,8,40000,5,2,185,6,7,TRUE
"4663",6,"Female",7,1984,"Non-Black / Non-Hispanic",60777,9,30000,5,4,140,6,6,TRUE
"4665",5,"Female",11,1980,"Black",10170,6,20000,5,6,200,3,4,FALSE
"4670",6,"Male",8,1982,"Non-Black / Non-Hispanic",40243,7,6000,6,1,290,6,6,TRUE
"4673",6,"Female",12,1981,"Mixed Race (Non-Hispanic)",55561,10,26000,5,6,145,1,6,FALSE
"4677",3,"Female",12,1984,"Non-Black / Non-Hispanic",81336,7,17000,5,6,210,6,4,TRUE
"4678",6,"Female",9,1980,"Non-Black / Non-Hispanic",46267,9,80000,5,3,168,4,5,TRUE
"4680",9,"Male",4,1980,"Non-Black / Non-Hispanic",57340,4,5700,5,10,200,6,8,TRUE
"4681",6,"Male",3,1983,"Non-Black / Non-Hispanic",25145,10,30000,5,9,215,5,7,TRUE
"4683",7,"Male",6,1981,"Hispanic",43886,7,16000,5,11,235,3,7,FALSE
"4684",8,"Female",6,1984,"Hispanic",89566,8,6500,5,4,155,6,8,TRUE
"4685",5,"Female",2,1980,"Hispanic",23825,7,19000,5,5,250,6,7,TRUE
"4687",9,"Female",3,1984,"Non-Black / Non-Hispanic",36072,8,3500,5,2,120,6,8,FALSE
"4688",8,"Female",8,1981,"Hispanic",4130,8,22000,5,4,125,4,8,TRUE
"4690",8,"Female",10,1982,"Hispanic",16433,10,24000,5,8,170,4,8,TRUE
"4691",9,"Male",10,1984,"Hispanic",3829,8,22000,5,8,245,2,8,TRUE
"4696",7,"Female",8,1981,"Hispanic",94715,8,65000,5,8,185,6,8,FALSE
"4699",6,"Male",1,1983,"Non-Black / Non-Hispanic",30796,7,9000,6,1,190,6,8,TRUE
"4700",5,"Male",6,1980,"Non-Black / Non-Hispanic",89261,9,54000,5,7,180,4,5,TRUE
"4701",6,"Female",9,1982,"Non-Black / Non-Hispanic",98417,10,500,5,4,180,6,7,FALSE
"4702",6,"Male",10,1983,"Non-Black / Non-Hispanic",143,7,20000,5,10,170,2,6,FALSE
"4705",8,"Female",1,1982,"Hispanic",6639,7,6900,4,11,260,3,8,TRUE
"4706",8,"Female",6,1984,"Non-Black / Non-Hispanic",52412,7,13000,5,7,133,2,9,TRUE
"4707",6,"Male",8,1980,"Hispanic",8215,5,21000,6,2,300,2,6,TRUE
"4709",7,"Female",3,1980,"Non-Black / Non-Hispanic",94102,8,59990,5,4,136,6,7,TRUE
"4711",7,"Female",2,1980,"Non-Black / Non-Hispanic",56437,6,20000,5,8,240,6,5,FALSE
"4712",6,"Female",4,1982,"Non-Black / Non-Hispanic",36833,8,22000,5,6,170,5,7,TRUE
"4716",5,"Female",7,1981,"Non-Black / Non-Hispanic",44613,7,17000,5,7,200,4,5,FALSE
"4718",6,"Female",4,1982,"Non-Black / Non-Hispanic",60238,8,32000,5,8,165,6,6,TRUE
"4720",7,"Female",5,1981,"Non-Black / Non-Hispanic",52445,10,48000,5,5,146,4,8,TRUE
"4721",8,"Male",5,1981,"Non-Black / Non-Hispanic",89380,8,121993,5,10,135,6,7,TRUE
"4722",6,"Female",10,1983,"Non-Black / Non-Hispanic",99069,9,75000,5,6,135,6,7,TRUE
"4723",8,"Female",1,1984,"Hispanic",20076,7,9000,5,5,265,2,6,FALSE
"4724",6,"Male",1,1983,"Hispanic",362,9,35000,5,11,195,2,7,TRUE
"4726",6,"Male",8,1984,"Non-Black / Non-Hispanic",76309,2,8000,5,8,243,6,6,TRUE
"4727",7,"Male",2,1982,"Non-Black / Non-Hispanic",25471,9,52000,6,4,225,4,6,TRUE
"4729",8,"Female",3,1982,"Hispanic",84094,8,49000,5,6,140,6,8,TRUE
"4730",6,"Male",8,1980,"Hispanic",33212,9,54000,5,11,245,3,6,TRUE
"4731",7,"Female",10,1982,"Hispanic",50053,8,3200,5,5,152,3,7,TRUE
"4733",8,"Male",10,1982,"Black",30552,7,67000,5,11,228,6,6,TRUE
"4735",5,"Male",1,1983,"Hispanic",42924,8,35000,5,11,255,2,5,TRUE
"4739",8,"Male",4,1980,"Non-Black / Non-Hispanic",46659,9,20000,6,0,220,3,7,TRUE
"4740",7,"Male",12,1982,"Non-Black / Non-Hispanic",67153,8,45000,5,10,200,6,7,TRUE
"4741",6,"Male",11,1981,"Non-Black / Non-Hispanic",72105,7,38000,6,3,220,6,7,FALSE
"4742",5,"Male",2,1981,"Non-Black / Non-Hispanic",19183,8,15000,5,11,250,2,7,TRUE
"4743",8,"Female",6,1982,"Non-Black / Non-Hispanic",19781,9,62000,5,5,130,6,7,TRUE
"4745",7,"Female",11,1980,"Hispanic",27656,8,45000,5,9,130,5,7,FALSE
"4747",8,"Female",9,1983,"Non-Black / Non-Hispanic",17360,9,43000,5,4,140,5,8,TRUE
"4749",7,"Male",5,1981,"Non-Black / Non-Hispanic",90763,6,26000,6,0,180,5,7,FALSE
"4751",7,"Female",11,1983,"Non-Black / Non-Hispanic",83513,10,28000,5,2,178,6,7,TRUE
"4753",8,"Male",4,1983,"Non-Black / Non-Hispanic",96906,7,10000,5,7,165,6,8,FALSE
"4755",6,"Male",6,1981,"Non-Black / Non-Hispanic",32881,8,33000,5,6,174,6,6,TRUE
"4762",6,"Female",1,1984,"Hispanic",73298,7,3000,5,2,135,6,5,TRUE
"4763",7,"Female",12,1980,"Hispanic",42185,8,17000,5,3,296,2,5,FALSE
"4764",6,"Male",3,1983,"Hispanic",21164,8,41000,6,0,288,3,6,TRUE
"4765",6,"Female",11,1983,"Hispanic",6958,8,20000,5,6,223,6,7,TRUE
"4766",8,"Male",7,1983,"Hispanic",48138,7,12000,5,10,180,4,8,FALSE
"4769",7,"Female",1,1983,"Hispanic",45366,8,30000,5,2,154,6,7,FALSE
"4774",8,"Female",11,1983,"Hispanic",13435,10,13000,5,4,230,6,8,TRUE
"4775",7,"Female",2,1980,"Hispanic",61479,10,28000,5,9,194,6,7,FALSE
"4776",8,"Female",11,1983,"Hispanic",52399,7,24000,5,5,150,6,8,FALSE
"4777",8,"Male",6,1982,"Non-Black / Non-Hispanic",52219,9,9000,6,1,195,6,8,FALSE
"4778",8,"Male",9,1980,"Non-Black / Non-Hispanic",98261,9,28000,5,9,205,6,8,FALSE
"4779",9,"Female",4,1982,"Non-Black / Non-Hispanic",56924,9,28000,5,6,125,6,8,TRUE
"4782",5,"Female",3,1982,"Non-Black / Non-Hispanic",59929,9,25000,5,5,133,5,8,TRUE
"4786",7,"Female",8,1981,"Non-Black / Non-Hispanic",28103,8,20000,6,0,175,6,6,TRUE
"4787",5,"Female",1,1984,"Non-Black / Non-Hispanic",81956,7,20000,5,3,210,6,8,TRUE
"4788",7,"Male",11,1984,"Hispanic",37775,9,4500,5,8,168,4,7,TRUE
"4789",7,"Male",4,1981,"Non-Black / Non-Hispanic",73210,7,75000,5,5,216,6,7,FALSE
"4791",6,"Female",4,1983,"Non-Black / Non-Hispanic",89023,4,4000,5,8,162,2,8,TRUE
"4795",7,"Male",4,1983,"Non-Black / Non-Hispanic",57602,10,26000,5,11,200,6,8,TRUE
"4800",6,"Male",3,1982,"Non-Black / Non-Hispanic",23489,5,18000,5,11,145,1,8,FALSE
"4801",7,"Female",8,1984,"Non-Black / Non-Hispanic",54258,6,25000,5,5,170,3,6,TRUE
"4803",7,"Male",4,1982,"Non-Black / Non-Hispanic",62617,8,27000,6,3,240,6,7,TRUE
"4804",8,"Male",3,1983,"Non-Black / Non-Hispanic",89008,8,37000,6,0,185,6,8,TRUE
"4805",9,"Female",10,1983,"Non-Black / Non-Hispanic",100000,9,25000,5,2,190,6,6,TRUE
"4806",7,"Female",3,1980,"Non-Black / Non-Hispanic",85215,7,29000,5,1,135,4,8,TRUE
"4807",6,"Male",3,1981,"Non-Black / Non-Hispanic",92098,5,5000,5,5,160,6,6,FALSE
"4808",7,"Male",1,1984,"Non-Black / Non-Hispanic",95580,9,60000,5,10,200,6,7,TRUE
"4812",7,"Female",11,1983,"Non-Black / Non-Hispanic",78734,8,20000,5,3,160,3,5,TRUE
"4817",8,"Male",7,1981,"Non-Black / Non-Hispanic",49221,10,75000,5,11,175,6,7,TRUE
"4820",8,"Male",10,1983,"Non-Black / Non-Hispanic",95930,7,10000,5,9,135,6,8,FALSE
"4822",5,"Male",2,1983,"Non-Black / Non-Hispanic",91591,7,29000,5,10,200,6,6,FALSE
"4823",8,"Male",3,1980,"Non-Black / Non-Hispanic",100000,8,41896,6,0,165,6,8,TRUE
"4824",8,"Female",2,1980,"Non-Black / Non-Hispanic",63168,9,3500,5,7,117,2,8,FALSE
"4827",7,"Female",3,1980,"Non-Black / Non-Hispanic",66693,7,17000,5,4,150,6,7,TRUE
"4828",8,"Female",6,1982,"Non-Black / Non-Hispanic",53674,10,45555,5,5,132,6,8,TRUE
"4829",6,"Male",3,1984,"Non-Black / Non-Hispanic",54946,5,81000,5,8,175,5,6,TRUE
"4831",8,"Female",5,1982,"Non-Black / Non-Hispanic",84073,9,25000,5,9,136,6,8,FALSE
"4832",7,"Female",3,1984,"Non-Black / Non-Hispanic",92270,8,53000,5,1,105,6,7,TRUE
"4833",6,"Female",6,1981,"Non-Black / Non-Hispanic",54580,8,37000,5,4,250,3,5,TRUE
"4834",4,"Male",2,1983,"Non-Black / Non-Hispanic",13325,10,14000,5,11,130,6,5,TRUE
"4835",7,"Male",3,1981,"Non-Black / Non-Hispanic",68012,7,32000,5,7,190,6,6,FALSE
"4836",5,"Female",2,1983,"Non-Black / Non-Hispanic",15777,8,500,5,1,105,4,6,TRUE
"4838",6,"Male",1,1984,"Non-Black / Non-Hispanic",64711,9,60000,5,10,215,3,5,TRUE
"4840",8,"Female",5,1980,"Non-Black / Non-Hispanic",45413,10,25000,5,3,170,2,7,TRUE
"4841",7,"Male",9,1984,"Non-Black / Non-Hispanic",71887,8,40000,6,0,210,6,6,FALSE
"4842",6,"Female",10,1980,"Non-Black / Non-Hispanic",67479,8,45000,5,7,160,6,8,TRUE
"4843",6,"Male",5,1984,"Non-Black / Non-Hispanic",85126,10,31383,5,10,140,6,6,TRUE
"4845",8,"Female",8,1983,"Non-Black / Non-Hispanic",62330,8,13000,5,5,140,4,6,TRUE
"4846",6,"Female",12,1981,"Hispanic",58139,8,36500,5,4,152,5,6,TRUE
"4847",8,"Female",9,1984,"Hispanic",3353,1,14000,5,4,136,3,8,FALSE
"4848",7,"Female",11,1984,"Non-Black / Non-Hispanic",97702,8,10750,5,9,145,6,7,TRUE
"4850",6,"Female",4,1980,"Non-Black / Non-Hispanic",24319,7,25000,5,1,180,5,6,TRUE
"4852",6,"Female",4,1981,"Non-Black / Non-Hispanic",59635,9,32000,5,3,299,6,6,TRUE
"4853",6,"Male",11,1981,"Non-Black / Non-Hispanic",82847,8,32000,5,10,255,6,6,TRUE
"4856",8,"Male",2,1982,"Non-Black / Non-Hispanic",81610,9,33500,5,11,190,6,8,TRUE
"4859",7,"Male",2,1983,"Non-Black / Non-Hispanic",15171,9,45000,5,10,160,3,5,TRUE
"4860",8,"Male",8,1980,"Non-Black / Non-Hispanic",93080,9,28000,6,2,205,6,8,TRUE
"4861",4,"Female",9,1981,"Non-Black / Non-Hispanic",89185,8,30000,5,1,158,4,5,TRUE
"4863",7,"Female",9,1982,"Non-Black / Non-Hispanic",51127,10,12000,5,2,180,6,6,TRUE
"4864",6,"Male",6,1984,"Non-Black / Non-Hispanic",3272,8,27000,5,11,201,1,7,TRUE
"4865",8,"Female",12,1982,"Non-Black / Non-Hispanic",64686,8,40000,5,7,250,3,8,FALSE
"4867",7,"Female",6,1984,"Non-Black / Non-Hispanic",45857,7,13000,5,3,155,3,8,TRUE
"4868",6,"Female",1,1982,"Non-Black / Non-Hispanic",91577,9,44000,5,5,220,6,6,TRUE
"4874",7,"Male",1,1980,"Non-Black / Non-Hispanic",31435,8,40000,6,3,280,3,6,FALSE
"4875",7,"Female",1,1983,"Non-Black / Non-Hispanic",80441,9,13400,5,4,305,6,8,TRUE
"4876",8,"Male",7,1984,"Non-Black / Non-Hispanic",47928,8,22000,6,0,255,3,8,FALSE
"4877",6,"Male",4,1983,"Non-Black / Non-Hispanic",68585,8,32000,6,2,270,6,7,TRUE
"4878",7,"Male",8,1982,"Non-Black / Non-Hispanic",47042,8,121993,6,0,190,6,6,TRUE
"4883",5,"Male",5,1980,"Non-Black / Non-Hispanic",78712,6,6000,5,9,213,5,4,TRUE
"4884",8,"Female",12,1982,"Non-Black / Non-Hispanic",91625,8,26000,5,3,240,6,8,TRUE
"4886",7,"Male",5,1984,"Non-Black / Non-Hispanic",71536,7,68000,5,9,181,6,7,TRUE
"4888",6,"Female",11,1982,"Non-Black / Non-Hispanic",79714,5,41000,5,3,136,3,7,FALSE
"4889",8,"Male",9,1980,"Non-Black / Non-Hispanic",71171,8,60000,5,10,170,6,7,TRUE
"4892",7,"Female",3,1983,"Black",52429,9,6000,5,5,230,6,6,TRUE
"4893",9,"Female",8,1981,"Non-Black / Non-Hispanic",67953,5,28000,5,3,170,4,8,TRUE
"4895",6,"Male",5,1983,"Non-Black / Non-Hispanic",63342,9,70000,6,0,212,4,6,TRUE
"4896",6,"Male",5,1984,"Non-Black / Non-Hispanic",24335,5,13000,5,9,200,3,5,FALSE
