-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 2 9 1981 1 4 45070 -4 -4 8 43500 7 5 7 152 6 6 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 1 7 1982 1 2 58483 3 7 9 55000 8 5 7 189 6 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 101 101 101 101 101 101 3 2 9 1983 1 2 27978 -5 -5 -5 26000 4 -5 -5 -5 -5 -5 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
102 102 102 102 102 102 102 102 102 102 102 102 4 2 2 1981 1 2 37012 -4 -4 10 65000 6 5 1 160 6 6 0 1 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 201 201 201 201 201 201 201 201 201 5 1 10 1982 1 2 -4 -4 -4 10 48000 6 5 6 178 2 7 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
201 201 201 201 201 201 201 201 201 201 201 201 6 2 1 1982 1 2 22001 -4 -4 10 21000 7 5 4 -2 3 6 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 7 1 4 1983 1 2 3585 -5 -5 -5 -4 6 5 8 285 1 8 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 8 2 6 1981 1 4 -4 -5 -5 -5 15000 5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 9 1 10 1982 1 4 -4 -4 -4 9 27000 6 5 11 190 3 5 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 10 1 3 1984 1 4 -4 -4 -4 7 45000 6 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11 2 6 1982 1 2 30583 -4 -4 8 -2 5 5 4 184 6 4 0 0 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12 1 10 1981 1 2 -4 -4 -4 8 59000 4 5 6 260 6 4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
101 101 101 101 101 101 101 -4 -4 -4 -4 -4 13 1 11 1984 1 2 67533 -4 -4 7 20000 5 5 5 136 5 5 1 0 0 -4 -4 -4 -4 -4 -4 -4 10
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 14 1 7 1980 1 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 15 2 1 1983 1 2 26024 -5 -5 -5 20000 7 4 11 90 6 8 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 16 1 2 1982 1 2 44451 -4 -4 9 -4 8 6 2 200 6 7 0 0 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 2 11 1981 1 2 30811 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 10
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 18 1 2 1982 1 1 9339 -4 -4 8 -4 10 5 8 135 1 8 0 0 -4 -4 -4 -4 -4 -4 -4 -4 9
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 19 1 4 1984 1 1 8334 -5 -5 -5 -4 8 -1 -1 -1 -1 -1 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 20 1 12 1980 1 1 11025 -5 -5 -5 -5 -5 -2 -2 -2 1 8 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 8
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 21 1 8 1982 1 2 3505 -4 -4 7 -4 7 5 11 165 3 8 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 8
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 102 102 22 1 6 1982 1 2 10443 -5 -5 -5 -5 -5 5 9 240 4 7 0 0 -4 -4 -4 -4 -4 -4 -4 -4 -3
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 23 2 1 1983 1 2 6423 -4 -4 5 55000 6 4 11 115 6 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 24 1 6 1984 1 2 6120 -4 -4 4 5400 8 -2 -2 -2 1 7 0 1 -4 -4 -4 -4 -4 -4 -4 -4 8
201 201 201 201 201 201 201 201 201 201 201 201 25 2 3 1983 1 2 5403 -4 -4 10 -4 5 5 4 240 6 4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 8
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 26 1 10 1980 1 1 12866 -4 -4 10 -4 8 5 6 200 1 8 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
101 101 101 101 101 101 101 101 101 101 101 101 27 1 5 1981 1 1 9161 -4 -4 8 3500 5 5 6 165 5 7 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 28 2 11 1983 1 1 17058 -4 -4 6 32000 7 6 0 210 6 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 29 2 1 1983 1 4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 30 1 6 1981 1 4 36755 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 10
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 31 1 7 1982 1 4 62806 -4 -4 8 77000 6 5 9 136 5 8 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
101 101 101 101 101 101 101 101 101 101 101 101 32 2 7 1981 1 4 39949 0 7 8 121993 7 5 8 150 6 7 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
101 101 101 101 101 101 101 101 201 201 201 201 33 2 12 1980 1 4 96655 -4 -4 8 15000 7 5 4 138 3 7 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 34 2 12 1984 1 4 35107 -4 -4 8 -2 12 5 7 120 6 8 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 101 101 101 101 101 35 1 1 1983 1 4 59270 -4 -4 9 42500 7 5 7 180 5 7 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
201 201 201 201 201 201 201 201 201 201 201 201 36 2 8 1980 1 4 52192 -4 -4 8 -4 7 5 5 130 4 7 0 0 0 1 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 201 37 2 11 1980 1 4 82912 -4 -4 6 40000 7 5 6 130 5 6 -1 0 0 -4 -4 -4 -4 -4 -4 -4 12
101 101 101 101 101 101 101 101 101 101 101 101 38 2 9 1981 1 4 68753 -4 -4 8 50000 6 5 7 130 4 6 0 0 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 39 1 2 1980 1 2 45900 -4 -4 9 -2 7 -5 -5 -5 -5 -5 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 40 2 5 1984 1 4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 41 2 1 1983 1 4 88652 -4 -4 8 -2 6 5 1 117 5 6 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 42 1 8 1983 1 4 44217 -4 -4 8 20000 7 5 9 210 6 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 43 2 10 1981 1 1 22965 -4 -4 9 28000 6 5 2 135 4 6 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 44 1 12 1981 1 2 25325 -4 -4 5 -4 8 5 9 165 4 8 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 45 2 2 1984 1 1 -4 -4 -4 6 -2 4 5 1 198 2 7 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 46 1 2 1984 1 1 -4 0 -2 10 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 10
-4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 47 2 9 1982 1 1 46475 -4 -4 6 21000 5 5 0 162 6 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
101 101 101 101 101 101 101 101 101 101 101 101 48 2 7 1983 1 1 63769 -4 -4 7 28000 7 5 7 175 6 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
101 101 101 101 101 101 101 201 201 201 201 201 49 2 12 1982 1 1 79413 -4 -4 8 28600 6 5 5 203 6 10 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 12
